Origem do Pedido,Marca,UNIDADE,Data de solicitação,Data da compra,CNPJ,ITEM,Nº do Pedido,Comprador,Nº cotações,Fornecedor,Previsão de Entrega,Pedido Recebido na Unidade,Status da Entrega,Valor,Natureza do Item,Natureza Orçamentária,Centro de Custo,Condição de Pgto.,Observação,NF,Forma de Pagto,Fluig,Data de Pagamento,Competencia certa?,Pagamento realizado com multa?,Valor da multa,Data da Aprovação,Responsável Pgto,Ocorrência,Mês da Ocorrência,Nova data de entrega,Situação,Mês,Mês2,Ano,SLA Pedidos Emergenciais,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Boa Viagem,26/12/2023,26/12/2023,03.953.723/0001-01 e 03.953.723/0005-27,MICROFONE KARDOSH,13086,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,623,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00348,Depósito,914632,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Caruaru,26/12/2023,26/12/2023,03.953.723/0003-65,MICROFONE KARDOSH,13088,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,1.280,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00351,Depósito,916033,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Petrolina,26/12/2023,26/12/2023,03.953.723/0004-46,MICROFONE KARDOSH,13089,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,1.280,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00352,Depósito,916029,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Colégio do Salvador,Colégio do Salvador Colégio do Salvador,26/12/2023,26/12/2023,00.709.873/0007-63,MICROFONE KARDOSH,13090,Patrício Luã,3,GRX,15/01/2024,Sim,Entregue,640,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00350,Depósito,915294,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Internacional Dourados ,26/12/2023,26/12/2023,08.656.116/0001-95,MICROFONE KARDOSH,13091,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,640,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00353,Depósito,915981,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Maxi,Maxi Cuiabá,26/12/2023,26/12/2023,00.709.873/0006-82,MICROFONE KARDOSH,13092,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,623,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00349,Depósito,,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,CIE,CIE Rondonópolis,26/12/2023,26/12/2023,24.773.186/0001-80 e 05.427.476/0001-27,MICROFONE KARDOSH,13093,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,2.169,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00796,Depósito,1012589,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Khalil Rondonópolis,26/12/2023,26/12/2023,37.464.211/0005-19            ,MICROFONE KARDOSH,13094,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,1.280,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00795,Depósito,1012668,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Khalil Rondonópolis,26/12/2023,26/12/2023,37.464.211/0005-19            ,Rádio,,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,1.260,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00720,Depósito,1003631,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Adrianópolis,26/12/2023,26/12/2023,29.445.572/0001-66,MICROFONE KARDOSH,13095,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,1.280,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,ISO Bessa 2,26/12/2023,26/12/2023,27.358.371/0002-87,MICROFONE KARDOSH,13096,Julliene Serapião,3,GRX,15/01/2024,Sim,Entregue,1.280,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00357,Depósito,916084,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,ISO Sul,26/12/2023,26/12/2023,27.358.371/0003-68,5 Cone-grande,12744 / 12536 /  14275,Patrício Luã,3,sportnet,15/01/2024,Sim,,3.697,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01746,Depósito,925540,,,,,,Paula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,ISO Campina Grande,26/12/2023,26/12/2023,27.358.371/0004-49,5 cone-grande, 12745 / 14272,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.628,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01747,Depósito,925541,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Boa Esperança,26/12/2023,26/12/2023,37.464.211/0003-57,2 Peteca bad / 1 Mesa de toto/ 6 peteca,12746/13209/12848,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,2.595,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01820,Depósito,929307,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Adrianópolis,26/12/2023,26/12/2023,29.445.572/0001-66,1 Bola de Tenis / Jg de Xadrez,12747,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.333,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01850,Depósito,948133,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Adrianópolis,26/12/2023,26/12/2023,29.445.572/0001-66,Mat Esportivo,,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,578,Mat. Esportivo,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01818,Depósito,929293,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Rio Branco,26/12/2023,26/12/2023,12.826.062/0001-36,,,,3,sportnet,15/01/2024,Não,Atrasado,531,Ativos,Equipamentos em Geral,Escola - Unidade,À VISTA,,01819,Depósito,951850,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Maxi,Maxi Cuiabá,26/12/2023,26/12/2023,00.709.873/0006-82,10 Bola de Tenis/ 12 cone-grande / 1 Mesa de toto ,12748,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.895,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01731,Depósito,924772,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Maxi,Maxi Cuiabá,26/12/2023,26/12/2023,00.709.873/0006-82,10 Bola de Tenis/ 12 cone-grande / 1 Mesa de toto ,12748,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.800,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01913,Depósito,962990,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Caruaru,26/12/2023,26/12/2023,03.953.723/0003-65,10 Peteca bad / 5 corda-grande,12749,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,449,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Boa Viagem,26/12/2023,26/12/2023,03.953.723/0001-01 e 03.953.723/0005-27,10 cone-grande,12750,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,219,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01732,Depósito,924857,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Boa Viagem,26/12/2023,26/12/2023,03.953.723/0001-01 e 03.953.723/0005-27,,,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,980,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01814,Depósito,929288,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Boa Viagem,26/12/2023,26/12/2023,03.953.723/0001-01 e 03.953.723/0005-27,,,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,3.600,Mat. Esportivo,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01936,Depósito,963474,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Petrolina,26/12/2023,26/12/2023,03.953.723/0004-46,1 corda-grande / 2 bola de tenis tubo/ 2 kit boal de tenis de mesa/ 5 cone-grande,12751 / 13204,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,552,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01813,Depósito,929112,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Petrolina,26/12/2023,26/12/2023,03.953.723/0004-46,,,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,416,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01815,Depósito,929289,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nosso CEI,Nosso CEI Roberto Freire,26/12/2023,26/12/2023,12.753.752/0004-55,10 colchonete ,12752,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,339,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01733,Depósito,925498,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Feliz Idade,26/12/2023,26/12/2023,03.514.922/0001-05,,12753/13206,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.211,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01821,Depósito,929296,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Maracaju,26/12/2023,26/12/2023,19.213.316/0028-00,5 cone-grande / 5 bola de tenis de mesa kit,12754,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.124,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01854,Depósito,948224,,,,,,Patrício Luã,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Maracaju,26/12/2023,26/12/2023,19.213.316/0028-00,,,,3,sportnet,15/01/2024,,#N/A,156,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02130,Depósito,972842,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Internacional Máxima,26/12/2023,26/12/2023,19.213.316/0029-90,6 cone-grande / 10 Colchonete / 2 kit ping,12755,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,604,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01855,Depósito,948230,,,,,,Patrício Luã,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Internacional Máxima,26/12/2023,26/12/2023,19.213.316/0029-90,6 cone-grande / 10 Colchonete / 2 kit ping,12755,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,156,Mat. Esportivo,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02049,Depósito,,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Internacional Máxima,26/12/2023,26/12/2023,19.213.316/0029-90,KIT ALFABETO DE EVA,,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,567,Mat. Esportivo,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02154,Depósito,998694,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Copacabana,26/12/2023,26/12/2023,09.078.047/0001-42,1 Rede de Volei / 7 Cone-grande / 3 Colchonete / 1 Toto,12756,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,2.572,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01769,Depósito,925692,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Copacabana,26/12/2023,26/12/2023,09.078.047/0001-42,,,,3,sportnet,15/01/2024,Não,Atrasado,990,Mat. Esportivo,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01949,Depósito,964378,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Casulo Rio das Ostras,26/12/2023,26/12/2023,"39.231.998/0001-70 e 18.408.908/0001-02
",2 Corda-grande / 8 cone-grande,12757,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,235,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Flamengo,26/12/2023,26/12/2023,22.613.895/0013-06,1 Rede de Volei/ 2 corda-grande,12758,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,146,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Freguesia,26/12/2023,26/12/2023,07.804.419/0001-45,2 Peteca / 3 Peteca bad/ 4 bola de tenis tubo/ 8 Cone-grande / 2 cone-grande,12759,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.386,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01771,Depósito,966370,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Itaipu,26/12/2023,26/12/2023,22.613.895/0009-20,4 corda elas/ 1 Rede de volei / 2 Corda-grande,12760,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,696,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01842,Depósito,929267,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Icaraí 2,26/12/2023,26/12/2023,05.924.764/0003­-59,2 Corda-grande / 1 Rede de volei ,12761,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,146,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Lobo Torres,26/12/2023,26/12/2023,22.613.895/0010-63,3 Bola de tenis tubo/ 3 bolas de tenis tubo/ 3 bolas de tenis/ 1 Rede de volei / 5 Colchonete,12762,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,739,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01843,Depósito,929271,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Madureira,26/12/2023,26/12/2023,16.926.704/0001-20,6 Peteca bad,12763 / 14273,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,483,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01839,Depósito,929255,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Méier,26/12/2023,26/12/2023,33.832.072/0003-16,1 Rede de voltei ,12764 / 12887,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,764,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01830,Depósito,955687,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Recreio 1,26/12/2023,26/12/2023,08.389.036/0001-10,2 Corda-grande / 1 Rede de Volei ,12766 / 12888,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.581,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01832,Depósito,929208,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Recreio 2,26/12/2023,26/12/2023,15.539.941/0004-18,,12765/12889/12525,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,2.268,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01823,Depósito,929304,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Petrópolis,26/12/2023,26/12/2023,22.613.895/0002-53,1 corda-grande / 1 Disco-fisbee / 1 Peteca bad/ 1 Rede de Volei,12767,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,805,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01831,Depósito,929150,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Tijuca 2,26/12/2023,26/12/2023,15.437.244/0001-03,6 cone-grande ,12768,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,131,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01827,Depósito,929117,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Tijuca 1,26/12/2023,26/12/2023,08.042.036/0001-40,4 corda-grande / 4 Rede de Volei,12769,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,2.098,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01826,Depósito,929313,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Teresópolis,26/12/2023,26/12/2023,22.613.895/0004-15,8 Colchonete / 1 Peteca bad/ 3 Peteca/ 1 Rede de volei,12770,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,2.210,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01825,Depósito,934441,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Vila da Penha,26/12/2023,26/12/2023,22.613.895/0012-25,1 Mesa de toto/ 1 Kit mini-gol / 4 Escada Agili,12771 / 12890,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,3.211,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01828,Depósito,964152,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Vila Isabel,26/12/2023,26/12/2023,33.832.072/0001-54,2 Corda-grande / 2 Bola de tenis/ 8 colchonete ,12772,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,951,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,01824,Depósito,934436,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Barra,26/12/2023,26/12/2023,40.345.365/0006-87 e 40.345.365/0004-15,2 Corda-grande / 6 bola de tenis de mesa/  7 Peteca/ 1 Rede de volei /  5corda elasticas ,12773 / 12892 / 14279,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,2.191,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01829,Depósito,929131,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Botafogo 2,26/12/2023,26/12/2023,40.345.365/0005-04,2 corda-grande / 6 Bola de tenis/ 2 peteca / 5 corda elasticas,14281 / 12774 / 12897,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.584,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01802,Depósito,928931,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Botafogo 1,26/12/2023,26/12/2023,40.345.365/0002-53,Mat Esportivo,14280 / 12775 / 12893,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.206,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01893,Depósito,928950,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Botafogo 1,26/12/2023,26/12/2023,40.345.365/0002-53,Mesa de toto,,,3,sportnet,15/01/2024,Não,Atrasado,990,Mat. Esportivo,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01951,Depósito,964484,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Freguesia,26/12/2023,26/12/2023,40.345.365/0016-59,2 corda-grande / 6 bola de tenis / 5 Peteca / 5 Corda elastica,14282 / 12776 / 12894,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.609,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01757,Depósito,925550,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Icaraí 2,26/12/2023,26/12/2023,40.345.365/0009-20,4 kit ping-pong / 2 corda-grande / 6 Bola de tenis / 1 Rede de volei / 5 corda-elastica,12777 / 14283,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.511,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01800,Depósito,928832,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Piratininga,26/12/2023,26/12/2023,40.345.365/0012-25,1 Mesa de toto / 2 Kit ping-pong / 2 corda-grande / 4 corda elastica,14285 / 12778 / 12895,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,2.675,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01834,Depósito,929232,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Piratininga,26/12/2023,26/12/2023,40.345.365/0012-25,1 Mesa de toto / 2 Kit ping-pong / 2 corda-grande / 4 corda elastica,0,,3,sportnet,15/01/2024,Não,Atrasado,990,Mat. Esportivo,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01952,Depósito,964493,,,,,,Patrícia,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Icaraí 3,26/12/2023,26/12/2023,40.345.365/0017-30,2 corda-grande / 6 bola de tenis / 6 peteca / 5 corda elastica,14284 / 12779,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,5.109,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01801,Depósito,928904,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Recreio,26/12/2023,26/12/2023,40.345.365/0014-97,2 corda-grande / 6 boal de tenis/ 4 pete ca/ 1 corda elastico,12780/12896/ 14286,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,1.669,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01804,Depósito,928976,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Tijuca 1,26/12/2023,26/12/2023,40.345.365/0001-72,4 kit ping / 2 corda-grande / 6 bola de tenis / 2 peteca/ 1 Rede de volei / 5 corda elastica ,12781,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,462,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Sigma,Sigma 910 Norte,26/12/2023,26/12/2023,00.709.873/0003-30,10 corda-grande / 30 bola de tenis / 2 Escada agilidade / 8 Peteca / 26 Peteca Bad / 3 corda,12782 / 12898 / 12846  / 14288,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,16.811,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01754,Depósito,925548,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Sigma,Sigma 912 Sul,26/12/2023,26/12/2023,00.709.873/0001-78,20 cone-grande / 10 colchonete / 150 Bola de tenis,12783 / 12899 / 14289,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,4.244,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01705,Depósito,924096,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Sigma,Sigma Águas Claras,26/12/2023,26/12/2023,00.709.873/0004-10,15 cone grande / 10 colchonete / 5 corda-grande / 6 bola de tenis tubo / 150loba tenis de mesa / 2 Escada agiliadde / 20 peteca bad/ 10 peteca/ 4 rede de volei ,12784 / 13202 / 12852 / 12527,Patrício Luã,3,sportnet,15/01/2024,Sim,Entregue,9.879,Mat. Esportivo,Mat. Esportivo,Escola - Unidade,30 DIAS,Pedidos juntos,01833,Depósito,929219,,,,,,Paula,,,,,12,dezembro,2023,0,,,,,,,,,,,,,,,,,,,,,
